trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.5, 'e': 0.08499999999999919}",20,0,-59.80610068147675,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.07999999999999918}",20,0,-13.359442668451418,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.07499999999999918}",20,0,-85.30975139977292,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
185,False,"{'a': 0.5, 'e': 0.06999999999999917}",20,0,-123.16778210651262,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
186,False,"{'a': 0.5, 'e': 0.06499999999999917}",25,0,-19.404687383704655,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.05999999999999917}",25,0,-121.06742374818727,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
188,False,"{'a': 0.5, 'e': 0.054999999999999175}",20,9,-38.00607167345563,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
189,False,"{'a': 0.5, 'e': 0.04999999999999918}",35,0,-204.10762338926847,"{0: 24, 1: 0, 2: 7, 3: 0, 4: 4}",0
1,True,"{'a': 0, 'e': 0}",30,0,-161.04063021802384,"{0: 18, 1: 0, 2: 10, 3: 0, 4: 2}",0
2,True,"{'a': 0, 'e': 0}",25,0,-14.528860894540458,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",20,0,-26.947409058872527,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
4,True,"{'a': 0, 'e': 0}",30,0,-218.69143493463173,"{0: 18, 1: 0, 2: 8, 3: 0, 4: 4}",0
5,True,"{'a': 0, 'e': 0}",25,2,-26.064071528521374,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,0,-74.57622466787902,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
7,True,"{'a': 0, 'e': 0}",30,18,-52.358364975129525,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
8,True,"{'a': 0, 'e': 0}",20,0,-84.63945998514257,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
9,True,"{'a': 0, 'e': 0}",20,12,-10.027974767541233,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,23,-29.925606463477408,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
