trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
748,False,"{'a': 0.999, 'e': 0.4731351274767307}",25,18,13.401172759708631,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.999, 'e': 0.472661992349254}",20,12,-11.755426521782281,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
750,False,"{'a': 0.999, 'e': 0.47218933035690475}",20,3,2.722523257689165,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
751,False,"{'a': 0.999, 'e': 0.4717171410265478}",35,-11,-8.995268031261462,"{0: 40, 1: 3, 2: 2, 3: 0, 4: 1}",0
752,False,"{'a': 0.999, 'e': 0.47124542388552126}",25,-3,-155.9538813538,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 4}",0
753,False,"{'a': 0.999, 'e': 0.4707741784616358}",20,7,1.2149156544716864,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
754,False,"{'a': 0.999, 'e': 0.47030340428317413}",25,-9,-48.872693712839975,"{0: 25, 1: 4, 2: 3, 3: 2, 4: 0}",0
755,False,"{'a': 0.999, 'e': 0.46983310087889096}",20,-14,26.239207472823374,"{0: 31, 1: 1, 2: 2, 3: 0, 4: 0}",0
756,False,"{'a': 0.999, 'e': 0.46936326777801207}",25,17,5.262886948193711,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.999, 'e': 0.46889390451023405}",20,-6,-18.362847097896392,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 1}",0
758,False,"{'a': 0.999, 'e': 0.4684250106057238}",20,10,5.934437933131158,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
759,False,"{'a': 0.999, 'e': 0.4679565855951181}",30,15,-60.07310415126834,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
760,False,"{'a': 0.999, 'e': 0.467488629009523}",25,14,-64.16309519813895,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
761,False,"{'a': 0.999, 'e': 0.46702114038051346}",20,-2,-58.828557015636974,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 1}",0
762,False,"{'a': 0.999, 'e': 0.4665541192401329}",25,3,-12.952064588749174,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
763,False,"{'a': 0.999, 'e': 0.4660875651208928}",20,-2,-8.485153649610726,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",0
764,False,"{'a': 0.999, 'e': 0.4656214775557719}",25,-16,-44.19371082023401,"{0: 33, 1: 2, 2: 5, 3: 0, 4: 1}",0
765,False,"{'a': 0.999, 'e': 0.46515585607821613}",30,-15,-95.32144391246445,"{0: 39, 1: 0, 2: 2, 3: 1, 4: 3}",0
766,False,"{'a': 0.999, 'e': 0.46469070022213793}",30,-17,-130.69758848757917,"{0: 38, 1: 1, 2: 3, 3: 2, 4: 3}",0
767,False,"{'a': 0.999, 'e': 0.4642260095219158}",25,-57,-263.1178064719574,"{0: 60, 1: 7, 2: 8, 3: 1, 4: 6}",0
768,False,"{'a': 0.999, 'e': 0.46376178351239383}",20,-2,8.805159816144448,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",0
769,False,"{'a': 0.999, 'e': 0.46329802172888146}",20,9,-14.508089806586005,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
770,False,"{'a': 0.999, 'e': 0.46283472370715256}",20,1,-73.15960343397909,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 1}",1
771,False,"{'a': 0.999, 'e': 0.46237188898344544}",35,11,-73.42684132458153,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 1}",1
772,False,"{'a': 0.999, 'e': 0.461909517094462}",25,11,-67.00083819993432,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
773,False,"{'a': 0.999, 'e': 0.4614476075773675}",20,-28,-100.00858803914115,"{0: 36, 1: 1, 2: 8, 3: 2, 4: 1}",0
774,False,"{'a': 0.999, 'e': 0.46098615996979014}",20,-23,-19.10071682657491,"{0: 38, 1: 1, 2: 3, 3: 0, 4: 1}",0
775,False,"{'a': 0.999, 'e': 0.46052517380982033}",25,-8,-21.308059683574232,"{0: 25, 1: 4, 2: 3, 3: 1, 4: 0}",0
776,False,"{'a': 0.999, 'e': 0.46006464863601054}",25,14,4.708644064346086,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.999, 'e': 0.4596045839873745}",30,14,-9.107109022548983,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
778,False,"{'a': 0.999, 'e': 0.45914497940338717}",30,17,-13.937376346810316,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
779,False,"{'a': 0.999, 'e': 0.45868583442398375}",20,-24,-82.54818984082546,"{0: 35, 1: 0, 2: 6, 3: 2, 4: 1}",0
780,False,"{'a': 0.999, 'e': 0.45822714858955976}",20,-31,-61.82475768404356,"{0: 43, 1: 1, 2: 5, 3: 0, 4: 2}",0
781,False,"{'a': 0.999, 'e': 0.4577689214409702}",25,9,-12.185703376740337,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
782,False,"{'a': 0.999, 'e': 0.45731115251952925}",30,21,13.323477252113896,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.999, 'e': 0.45685384136700974}",25,7,-64.40530978735411,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
784,False,"{'a': 0.999, 'e': 0.45639698752564273}",20,-6,33.24707758119389,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",0
785,False,"{'a': 0.999, 'e': 0.4559405905381171}",35,17,-62.50084081349586,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
786,False,"{'a': 0.999, 'e': 0.4554846499475789}",20,-45,-134.5053992289566,"{0: 52, 1: 2, 2: 7, 3: 1, 4: 3}",0
787,False,"{'a': 0.999, 'e': 0.4550291652976314}",25,-40,-31.126097506890975,"{0: 55, 1: 2, 2: 7, 3: 0, 4: 1}",0
788,False,"{'a': 0.999, 'e': 0.4545741361323337}",25,8,8.685802223102483,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
789,False,"{'a': 0.999, 'e': 0.4541195619962014}",30,17,25.98002858279342,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.999, 'e': 0.4536654424342052}",30,8,-30.950679619710872,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
791,False,"{'a': 0.999, 'e': 0.453211776991771}",35,18,17.570342059900554,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
792,False,"{'a': 0.999, 'e': 0.45275856521477925}",20,7,-64.11322395808148,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
793,False,"{'a': 0.999, 'e': 0.45230580664956443}",20,-2,-36.03752154524815,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",0
794,False,"{'a': 0.999, 'e': 0.45185350084291487}",25,-4,-20.8242944447969,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 0}",0
795,False,"{'a': 0.999, 'e': 0.45140164734207194}",20,-38,-45.03653581817342,"{0: 51, 1: 2, 2: 2, 3: 1, 4: 2}",0
796,False,"{'a': 0.999, 'e': 0.4509502456947299}",20,0,-40.46987425832986,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
797,False,"{'a': 0.999, 'e': 0.45049929544903516}",20,7,-23.15648280328791,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
798,False,"{'a': 0.999, 'e': 0.4500487961535861}",20,8,23.76664910538707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.999, 'e': 0.44959874735743255}",30,-15,-101.88392628813037,"{0: 36, 1: 3, 2: 3, 3: 0, 4: 3}",0
800,False,"{'a': 0.999, 'e': 0.4491491486100751}",20,-27,-62.66649863039294,"{0: 34, 1: 4, 2: 8, 3: 1, 4: 0}",0
801,False,"{'a': 0.999, 'e': 0.44869999946146505}",20,-11,-12.3726740697039,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 1}",0
802,False,"{'a': 0.999, 'e': 0.44825129946200354}",25,8,-7.640485658029676,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
803,False,"{'a': 0.999, 'e': 0.4478030481625416}",30,22,15.589938161511562,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.999, 'e': 0.447355245114379}",25,16,2.5191288971044132,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
805,False,"{'a': 0.999, 'e': 0.44690788986926466}",20,9,8.705091428037042,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
806,False,"{'a': 0.999, 'e': 0.4464609819793954}",25,5,-44.53228076167422,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
807,False,"{'a': 0.999, 'e': 0.44601452099741595}",20,4,-64.5948156071246,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 1}",1
808,False,"{'a': 0.999, 'e': 0.44556850647641855}",20,10,15.156715301943668,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.999, 'e': 0.4451229379699421}",25,-13,-21.235376894865308,"{0: 32, 1: 2, 2: 3, 3: 0, 4: 1}",0
810,False,"{'a': 0.999, 'e': 0.4446778150319722}",35,27,5.999184857682472,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.999, 'e': 0.44423313721694024}",25,-5,-121.26412067147996,"{0: 22, 1: 0, 2: 4, 3: 2, 4: 2}",0
812,False,"{'a': 0.999, 'e': 0.44378890407972327}",20,10,-0.3892581000356241,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
813,False,"{'a': 0.999, 'e': 0.44334511517564357}",20,-78,-123.8610387120584,"{0: 82, 1: 4, 2: 8, 3: 0, 4: 4}",0
814,False,"{'a': 0.999, 'e': 0.44290177006046794}",25,3,-59.010337111423546,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 1}",1
815,False,"{'a': 0.999, 'e': 0.4424588682904074}",20,-51,-83.45367091116559,"{0: 56, 1: 1, 2: 11, 3: 3, 4: 0}",0
816,False,"{'a': 0.999, 'e': 0.44201640942211706}",20,-12,-6.172569125320467,"{0: 26, 1: 2, 2: 4, 3: 0, 4: 0}",0
817,False,"{'a': 0.999, 'e': 0.4415743930126949}",20,4,-19.850239678509997,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
818,False,"{'a': 0.999, 'e': 0.44113281861968223}",25,19,-12.437536937571556,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
819,False,"{'a': 0.999, 'e': 0.44069168580106255}",20,16,7.650427805826496,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.999, 'e': 0.4402509941152615}",20,-11,13.584829155862753,"{0: 28, 1: 0, 2: 3, 3: 0, 4: 0}",0
821,False,"{'a': 0.999, 'e': 0.4398107431211462}",25,-4,15.915350653305982,"{0: 25, 1: 3, 2: 1, 3: 0, 4: 0}",0
822,False,"{'a': 0.999, 'e': 0.4393709323780251}",25,12,12.451043812612115,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.999, 'e': 0.43893156144564704}",25,3,8.366923436294693,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
824,False,"{'a': 0.999, 'e': 0.4384926298842014}",25,12,-29.481581380711685,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 0}",1
825,False,"{'a': 0.999, 'e': 0.4380541372543172}",30,1,23.4420706222784,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 0}",1
826,False,"{'a': 0.999, 'e': 0.4376160831170629}",25,16,9.485023017707896,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
827,False,"{'a': 0.999, 'e': 0.4371784670339458}",20,-4,-6.480108974283146,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",0
828,False,"{'a': 0.999, 'e': 0.43674128856691186}",20,11,-5.235645536216639,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
829,False,"{'a': 0.999, 'e': 0.43630454727834495}",20,-1,-18.482555106336964,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 0}",1
830,False,"{'a': 0.999, 'e': 0.4358682427310666}",20,9,-22.723778912458734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
831,False,"{'a': 0.999, 'e': 0.43543237448833555}",30,9,13.88204790072167,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
832,False,"{'a': 0.999, 'e': 0.4349969421138472}",25,-6,-139.84922749280256,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 3}",0
833,False,"{'a': 0.999, 'e': 0.43456194517173335}",30,15,5.635033610724005,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
834,False,"{'a': 0.999, 'e': 0.43412738322656164}",20,-33,-26.326229818183368,"{0: 47, 1: 1, 2: 3, 3: 0, 4: 2}",0
835,False,"{'a': 0.999, 'e': 0.43369325584333507}",20,-18,12.65923989584329,"{0: 34, 1: 1, 2: 2, 3: 1, 4: 0}",0
836,False,"{'a': 0.999, 'e': 0.4332595625874917}",35,23,1.1850762328189788,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
837,False,"{'a': 0.999, 'e': 0.43282630302490427}",25,1,8.341667975701327,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",1
838,False,"{'a': 0.999, 'e': 0.43239347672187933}",25,2,-25.62931531919041,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 0}",1
839,False,"{'a': 0.999, 'e': 0.4319610832451575}",25,7,-39.67329982553083,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
840,False,"{'a': 0.999, 'e': 0.4315291221619123}",25,3,-99.92952907837895,"{0: 14, 1: 1, 2: 4, 3: 2, 4: 1}",1
841,False,"{'a': 0.999, 'e': 0.43109759303975037}",25,-11,-43.68458109146464,"{0: 29, 1: 3, 2: 2, 3: 1, 4: 1}",0
842,False,"{'a': 0.999, 'e': 0.43066649544671065}",20,-24,27.041106569927415,"{0: 38, 1: 5, 2: 1, 3: 0, 4: 0}",0
843,False,"{'a': 0.999, 'e': 0.43023582895126394}",25,-10,-5.295321787433685,"{0: 30, 1: 1, 2: 3, 3: 1, 4: 0}",0
844,False,"{'a': 0.999, 'e': 0.42980559312231265}",30,15,-29.866317733484568,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
845,False,"{'a': 0.999, 'e': 0.42937578752919037}",30,9,-1.5213778113772882,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
846,False,"{'a': 0.999, 'e': 0.42894641174166115}",20,-10,-2.583406653523344,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
847,False,"{'a': 0.999, 'e': 0.4285174653299195}",20,-2,-19.45408313737208,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",0
848,False,"{'a': 0.999, 'e': 0.42808894786458956}",25,16,-14.950663001278025,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
849,False,"{'a': 0.999, 'e': 0.427660858916725}",30,5,-13.747672148113756,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",1
850,False,"{'a': 0.999, 'e': 0.42723319805780824}",25,10,-23.795419021995706,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
851,False,"{'a': 0.999, 'e': 0.4268059648597505}",35,11,4.116960206594528,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
852,False,"{'a': 0.999, 'e': 0.4263791588948907}",25,-10,13.914894516387331,"{0: 31, 1: 2, 2: 1, 3: 1, 4: 0}",0
853,False,"{'a': 0.999, 'e': 0.4259527797359958}",25,-16,-108.89511064598523,"{0: 34, 1: 0, 2: 3, 3: 1, 4: 3}",0
854,False,"{'a': 0.999, 'e': 0.4255268269562598}",20,-2,-106.98013016123876,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 2}",0
855,False,"{'a': 0.999, 'e': 0.4251013001293036}",25,-9,-40.08927291779743,"{0: 27, 1: 2, 2: 4, 3: 0, 4: 1}",0
856,False,"{'a': 0.999, 'e': 0.42467619882917423}",20,10,12.648884696987615,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.999, 'e': 0.4242515226303451}",25,9,-54.418460134430184,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
858,False,"{'a': 0.999, 'e': 0.42382727110771473}",25,-33,-92.18171053754527,"{0: 45, 1: 2, 2: 8, 3: 2, 4: 1}",0
859,False,"{'a': 0.999, 'e': 0.423403443836607}",30,-11,-42.144013692616106,"{0: 34, 1: 2, 2: 3, 3: 1, 4: 1}",0
860,False,"{'a': 0.999, 'e': 0.42298004039277043}",25,-9,-100.22003851271512,"{0: 25, 1: 1, 2: 5, 3: 2, 4: 1}",0
861,False,"{'a': 0.999, 'e': 0.4225570603523776}",20,2,37.15641089005578,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.999, 'e': 0.4221345032920253}",20,-15,-110.64260980527133,"{0: 25, 1: 1, 2: 7, 3: 0, 4: 2}",0
863,False,"{'a': 0.999, 'e': 0.42171236878873325}",20,-27,-49.308011170385626,"{0: 40, 1: 1, 2: 3, 3: 2, 4: 1}",0
864,False,"{'a': 0.999, 'e': 0.4212906564199445}",25,-21,-30.35831573780788,"{0: 36, 1: 4, 2: 5, 3: 1, 4: 0}",0
865,False,"{'a': 0.999, 'e': 0.42086936576352457}",30,23,11.29073941215681,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.999, 'e': 0.42044849639776105}",25,14,-8.490795613468116,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
867,False,"{'a': 0.999, 'e': 0.4200280479013633}",25,9,2.589560204569943,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
868,False,"{'a': 0.999, 'e': 0.4196080198534619}",30,13,-12.032539305084175,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
869,False,"{'a': 0.999, 'e': 0.41918841183360844}",20,-6,-71.15418724340046,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 1}",0
870,False,"{'a': 0.999, 'e': 0.41876922342177486}",30,-21,8.611416954909066,"{0: 44, 1: 1, 2: 5, 3: 1, 4: 0}",0
871,False,"{'a': 0.999, 'e': 0.41835045419835304}",20,8,-10.81730715091445,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
872,False,"{'a': 0.999, 'e': 0.4179321037441547}",25,11,23.259501884168916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.999, 'e': 0.41751417164041055}",25,11,1.6235625420439859,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
874,False,"{'a': 0.999, 'e': 0.4170966574687701}",20,7,-47.023345653796376,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
875,False,"{'a': 0.999, 'e': 0.41667956081130136}",30,-38,-136.5214803121328,"{0: 52, 1: 1, 2: 12, 3: 1, 4: 2}",0
876,False,"{'a': 0.999, 'e': 0.41626288125049005}",20,1,-24.235409572632104,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
877,False,"{'a': 0.999, 'e': 0.4158466183692396}",20,-2,-33.380902905308346,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",0
878,False,"{'a': 0.999, 'e': 0.41543077175087034}",20,5,8.619891275870284,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
879,False,"{'a': 0.999, 'e': 0.41501534097911946}",20,-7,-59.52002771070154,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 2}",0
880,False,"{'a': 0.999, 'e': 0.41460032563814037}",20,13,12.961441905323404,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.999, 'e': 0.4141857253125022}",20,8,23.026462831819554,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.999, 'e': 0.4137715395871897}",20,4,10.636940767181725,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
883,False,"{'a': 0.999, 'e': 0.4133577680476025}",20,0,-47.716574425197386,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
884,False,"{'a': 0.999, 'e': 0.4129444102795549}",20,-3,-28.101770754801418,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",0
885,False,"{'a': 0.999, 'e': 0.41253146586927536}",25,19,11.763237016014969,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.999, 'e': 0.4121189344034061}",25,15,7.571517977218521,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
887,False,"{'a': 0.999, 'e': 0.4117068154690027}",20,3,10.686554758859362,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
888,False,"{'a': 0.999, 'e': 0.4112951086535337}",25,20,9.512996883875738,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.999, 'e': 0.4108838135448801}",20,-10,-27.97483140650652,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
890,False,"{'a': 0.999, 'e': 0.41047292973133526}",25,10,8.776623490434163,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
891,False,"{'a': 0.999, 'e': 0.4100624568016039}",20,3,-24.629964516028938,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
892,False,"{'a': 0.999, 'e': 0.40965239434480233}",20,6,-75.65302124000637,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
893,False,"{'a': 0.999, 'e': 0.4092427419504575}",25,-8,-109.03546278717383,"{0: 22, 1: 0, 2: 7, 3: 4, 4: 0}",0
894,False,"{'a': 0.999, 'e': 0.40883349920850703}",20,4,28.42909734860149,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.999, 'e': 0.40842466570929853}",30,11,-23.18517418595913,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
896,False,"{'a': 0.999, 'e': 0.40801624104358925}",25,6,-20.744745082538508,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
897,False,"{'a': 0.999, 'e': 0.40760822480254566}",20,5,-37.62722111691803,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 1}",1
898,False,"{'a': 0.999, 'e': 0.4072006165777431}",30,13,-3.65639630932597,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
899,False,"{'a': 0.999, 'e': 0.40679341596116536}",20,3,-7.54729090161587,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
900,False,"{'a': 0.999, 'e': 0.4063866225452042}",20,8,15.764573107571266,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.999, 'e': 0.405980235922659}",20,2,-15.100692710390351,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
902,False,"{'a': 0.999, 'e': 0.40557425568673633}",20,-9,-65.56738375043356,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 1}",0
903,False,"{'a': 0.999, 'e': 0.4051686814310496}",20,4,15.821976287534849,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.999, 'e': 0.4047635127496186}",25,-20,-62.82618360637545,"{0: 36, 1: 2, 2: 5, 3: 1, 4: 1}",0
905,False,"{'a': 0.999, 'e': 0.40435874923686893}",25,-10,-5.225567162344271,"{0: 30, 1: 2, 2: 2, 3: 1, 4: 0}",0
906,False,"{'a': 0.999, 'e': 0.40395439048763204}",25,-17,-15.31288506989911,"{0: 36, 1: 2, 2: 3, 3: 0, 4: 1}",0
907,False,"{'a': 0.999, 'e': 0.4035504360971444}",20,6,-0.11799195121992323,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
908,False,"{'a': 0.999, 'e': 0.4031468856610473}",20,14,13.842290719189755,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.999, 'e': 0.4027437387753862}",30,-8,-103.06280103544576,"{0: 32, 1: 1, 2: 1, 3: 1, 4: 3}",0
910,False,"{'a': 0.999, 'e': 0.40234099503661086}",20,15,-4.080734479569949,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
911,False,"{'a': 0.999, 'e': 0.40193865404157425}",25,-7,10.560371900974676,"{0: 28, 1: 0, 2: 4, 3: 0, 4: 0}",0
912,False,"{'a': 0.999, 'e': 0.40153671538753266}",20,-2,-73.02593194267921,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 2}",0
913,False,"{'a': 0.999, 'e': 0.40113517867214515}",20,9,13.953101044015304,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.999, 'e': 0.40073404349347297}",25,17,6.653944709700281,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.999, 'e': 0.4003333094499795}",25,18,13.08905605750773,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.999, 'e': 0.39993297614052953}",25,-21,50.21811738800846,"{0: 43, 1: 1, 2: 1, 3: 1, 4: 0}",0
917,False,"{'a': 0.999, 'e': 0.39953304316438903}",25,3,3.1532732245156714,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
918,False,"{'a': 0.999, 'e': 0.3991335101212246}",20,2,35.01842361211731,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.999, 'e': 0.3987343766111034}",20,-45,20.711344042849714,"{0: 58, 1: 1, 2: 4, 3: 2, 4: 0}",0
920,False,"{'a': 0.999, 'e': 0.3983356422344923}",20,-100,-102.81256696776185,"{0: 99, 1: 5, 2: 12, 3: 2, 4: 2}",0
921,False,"{'a': 0.999, 'e': 0.3979373065922578}",30,-11,9.433984488333364,"{0: 35, 1: 1, 2: 5, 3: 0, 4: 0}",0
922,False,"{'a': 0.999, 'e': 0.3975393692856655}",25,7,-63.23562016616746,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
923,False,"{'a': 0.999, 'e': 0.39714182991637986}",25,11,19.029936666228956,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.999, 'e': 0.3967446880864635}",30,11,22.42727807826443,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
925,False,"{'a': 0.999, 'e': 0.39634794339837703}",20,6,-26.271603907093745,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
926,False,"{'a': 0.999, 'e': 0.39595159545497866}",30,17,-5.892488591632233,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
927,False,"{'a': 0.999, 'e': 0.3955556438595237}",25,4,-25.894619759963167,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 1}",1
928,False,"{'a': 0.999, 'e': 0.3951600882156642}",20,7,21.064869200555513,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.999, 'e': 0.39476492812744846}",25,-41,6.0830473941462095,"{0: 60, 1: 0, 2: 5, 3: 0, 4: 1}",0
930,False,"{'a': 0.999, 'e': 0.39437016319932106}",20,13,1.5992367600960864,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
