trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.07999999999999918}",25,7,-33.60397517893917,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.07499999999999918}",20,0,-110.41792836185503,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
185,False,"{'a': 0.5, 'e': 0.06999999999999917}",20,3,-122.67466788537882,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 3}",1
186,False,"{'a': 0.5, 'e': 0.06499999999999917}",20,0,-124.93621088496079,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
187,False,"{'a': 0.5, 'e': 0.05999999999999917}",20,11,8.954876043707948,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.054999999999999175}",25,0,-113.64128323608423,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
189,False,"{'a': 0.5, 'e': 0.04999999999999918}",25,0,-78.65067303060329,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
1,True,"{'a': 0.0, 'e': 0.0}",20,0,-151.2988355695052,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 4}",0
2,True,"{'a': 0.0, 'e': 0.0}",20,0,-129.41974514277464,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
3,True,"{'a': 0.0, 'e': 0.0}",20,12,11.999195042643784,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,10,-24.137948849882328,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,7,-76.85162440887996,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
6,True,"{'a': 0.0, 'e': 0.0}",30,0,-66.16367733501563,"{0: 21, 1: 0, 2: 9, 3: 0, 4: 0}",0
7,True,"{'a': 0.0, 'e': 0.0}",20,8,6.232776404745529,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",30,18,-7.283407837802693,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",30,21,-8.514824930461614,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",35,1,-155.63902354899662,"{0: 24, 1: 0, 2: 7, 3: 0, 4: 3}",1
